Title;Release Year;Locations;Fun Facts;Production Company;Distributor;Director;Writer;Actor 1;Actor 2;Actor 3;lat;lag
Murder in the First;2016;San Francisco 887 De Haro Street;;Turner North Center Productions;Turner Network Television;Steven Bochcho;Eric Lodal;Taye Diggs;Kathleen Robertson;Ian Anthony Dale;37,7586377;-122,4007776
Murder in the First;2016;San Francisco Pier 96;;Turner North Center Productions;Turner Network Television;Steven Bochcho;Eric Lodal;Taye Diggs;Kathleen Robertson;Ian Anthony Dale;37,7418606;-122,3723858
Murder in the First;2016;San Francisco 2633 Vallejo Street;;Turner North Center Productions;Turner Network Television;Steven Bochcho;Eric Lodal;Taye Diggs;Kathleen Robertson;Ian Anthony Dale;37,7943927;-122,4406706
Need For Speed;2014;San Francisco Embarcadero from Broadway to Folsom;;Need For Speed Productions, LLC;Walt Disney Studios Motion Pictures;Scott Waugh;George Gatins;Aaron Paul;Dominic Cooper;Imogen Poots;37,761877;-122,4149987
Need For Speed;2014;San Francisco California St from Taylor to Powell;;Need For Speed Productions, LLC;Walt Disney Studios Motion Pictures;Scott Waugh;George Gatins;Aaron Paul;Dominic Cooper;Imogen Poots;37,7862742;-122,4110411
Need For Speed;2014;San Francisco Mason St from Pine to Sacramento;;Need For Speed Productions, LLC;Walt Disney Studios Motion Pictures;Scott Waugh;George Gatins;Aaron Paul;Dominic Cooper;Imogen Poots;37,7958565;-122,4116509
Need For Speed;2014;San Francisco Powell St. from Geary to Sacramento;;Need For Speed Productions, LLC;Walt Disney Studios Motion Pictures;Scott Waugh;George Gatins;Aaron Paul;Dominic Cooper;Imogen Poots;37,796504;-122,4100932
Never Die Twice;2001;San Francisco Postcard Row (Alamo Square, Hayes Valley);The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.;Scott / Kelly Films;;Sean A.F. Scott;Sean A.F. Scott & Nancy L. Kelly;Claudia Christian;;;37,7762593;-122,432758
Night of Henna;2005;San Francisco ;;Zee Films;Illuminare Entertainment;Hassan Zee;Hassan Zee;Joyce Carlin;Nancy Carlin;;37,7749295;-122,4194155
Nina Takes a Lover;1994;San Francisco ;;Alan Jacobs Productions;Columbia TriStar Home Video;Alan Jacobs;Alan Jacobs;Laura San Giacomo;Paul Rhys;;37,7749295;-122,4194155
Nine Months;1995;San Francisco The Malloch Apartment Building (1360 Montgomery Street);;1492 Pictures;Twentieth Century Fox Film;Chris Columbus;Chris Columbus;Hugh Grant;Julianne Moore;Robin Williams;37,8017724;-122,4043841
Nine Months;1995;San Francisco Wasteland Store (1600 Haight Street);;1492 Pictures;Twentieth Century Fox Film;Chris Columbus;Chris Columbus;Hugh Grant;Julianne Moore;Robin Williams;37,769794;-122,4496178
Nine Months;1995;San Francisco Star's CafÇ¸ (55 Golden Gate Avenue at Van Ness);;1492 Pictures;Twentieth Century Fox Film;Chris Columbus;Chris Columbus;Hugh Grant;Julianne Moore;Robin Williams;37,7752525;-122,41955
Nine Months;1995;San Francisco St. Peter & Paul's Church (666 Filbert Street, Washington Square);Though Marilyn Monroe and Joe DiMaggio were not allowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptials.;1492 Pictures;Twentieth Century Fox Film;Chris Columbus;Chris Columbus;Hugh Grant;Julianne Moore;Robin Williams;37,8013901;-122,4101618
Nine Months;1995;San Francisco San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill);SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County. ;1492 Pictures;Twentieth Century Fox Film;Chris Columbus;Chris Columbus;Hugh Grant;Julianne Moore;Robin Williams;37,7558047;-122,4044432
Nine Months;1995;San Francisco Pierce Street between Pacific & Green Streets;;1492 Pictures;Twentieth Century Fox Film;Chris Columbus;Chris Columbus;Hugh Grant;Julianne Moore;Robin Williams;37,7902024;-122,4372311
Nine Months;1995;San Francisco Montgomery & Vallejo Streets;;1492 Pictures;Twentieth Century Fox Film;Chris Columbus;Chris Columbus;Hugh Grant;Julianne Moore;Robin Williams;37,7975865;-122,4037614
Nine Months;1995;San Francisco Marathon Plaza (303 2nd Street);;1492 Pictures;Twentieth Century Fox Film;Chris Columbus;Chris Columbus;Hugh Grant;Julianne Moore;Robin Williams;37,7854089;-122,3962647
Nine Months;1995;San Francisco Jones Street at Bush;;1492 Pictures;Twentieth Century Fox Film;Chris Columbus;Chris Columbus;Hugh Grant;Julianne Moore;Robin Williams;37,7895396;-122,4137511
Nine Months;1995;San Francisco Jack Kerouac Alley between Columbus & Grant Streets;;1492 Pictures;Twentieth Century Fox Film;Chris Columbus;Chris Columbus;Hugh Grant;Julianne Moore;Robin Williams;37,797494;-122,406454
Nine Months;1995;San Francisco Chrissy Field;Chrissy Field was originally an airfield for the Presidio Army Base. ;1492 Pictures;Twentieth Century Fox Film;Chris Columbus;Chris Columbus;Hugh Grant;Julianne Moore;Robin Williams;37,8040257;-122,4650165
Nine Months;1995;San Francisco Belli Building (722 Montgomery Street at Washington);;1492 Pictures;Twentieth Century Fox Film;Chris Columbus;Chris Columbus;Hugh Grant;Julianne Moore;Robin Williams;37,7961357;-122,4031987
Nine Months;1995;San Francisco Alamo Square;;1492 Pictures;Twentieth Century Fox Film;Chris Columbus;Chris Columbus;Hugh Grant;Julianne Moore;Robin Williams;37,7774994;-122,433252
Nine Months;1995;San Francisco 60 Spear Street;;1492 Pictures;Twentieth Century Fox Film;Chris Columbus;Chris Columbus;Hugh Grant;Julianne Moore;Robin Williams;37,7925749;-122,3945751
Nine Months;1995;San Francisco 101 Henry Adams Place, 4th Floor;;1492 Pictures;Twentieth Century Fox Film;Chris Columbus;Chris Columbus;Hugh Grant;Julianne Moore;Robin Williams;37,7681477;-122,4034548
Nine to Five;1980;San Francisco Albert S. Samuels Clock (856 Market Street between Powell and Stockton);;Twentieth Century Fox Film;Twentieth Century Fox Film;Colin Higgins;Colin Higgins;Jane Fonda;Lily Tomlin;Dolly Parton;37,7850278;-122,4069149
Nora Prentiss;1947;San Francisco Belgravia Apartments (795 Sutter Street at Jones);;Warner Bros. Pictures;Warner Bros. Pictures;Vincent Sherman;N. Richard Nash;Ann Sheridan;Kent Smith;Bruce Bennett;37,7885369;-122,4132913
On the Beach;1959;San Francisco ;;Stanley Kramer Productions;United Artists;Stanley Kramer;John Paxton;Gregory Peck;Ava Gardner;Fred Astaire;37,7749295;-122,4194155
On the Road;2012;San Francisco Bay Bridge;;SPAD Films;IFC Films & Sundance Selects;Walter Salles;Jack Kerouac & Jose Rivera;Garrett Hedlund;Viggo Mortenson;;37,7982799;-122,3778182
On the Road;2012;San Francisco Sacramento & Montgomery Streets;;SPAD Films;IFC Films & Sundance Selects;Walter Salles;Jack Kerouac & Jose Rivera;Garrett Hedlund;Viggo Mortenson;;38,5802906;-121,5062691
On the Road;2012;San Francisco 2017 23rd Street;;SPAD Films;IFC Films & Sundance Selects;Walter Salles;Jack Kerouac & Jose Rivera;Garrett Hedlund;Viggo Mortenson;;37,7544983;-122,4000696
On the Road;2012;San Francisco Filbert & Leavenworth Streets;;SPAD Films;IFC Films & Sundance Selects;Walter Salles;Jack Kerouac & Jose Rivera;Garrett Hedlund;Viggo Mortenson;;37,7995077;-122,4241083
Pacific Heights;1990;San Francisco Texas & 19th Streets (Potrero Hill);;Morgan Creek Productions;Twentieth Century Fox Film;John Schlesinger;Daniel Pyne;Melanie Griffith;Matthew Modine;;37,761375;-122,3976553
Pacific Heights;1990;San Francisco Financial District;;Morgan Creek Productions;Twentieth Century Fox Film;John Schlesinger;Daniel Pyne;Melanie Griffith;Matthew Modine;;37,7945742;-122,3999445
Pacific Heights;1990;San Francisco Chinatown;First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.;Morgan Creek Productions;Twentieth Century Fox Film;John Schlesinger;Daniel Pyne;Melanie Griffith;Matthew Modine;;37,7941378;-122,4077914
Pal Joey;1957;San Francisco Spreckels Mansion (2080 Washington Street, Pacific Heights);;Columbia Pictures;Columbia Pictures;George Sidney;Dorothy Kingsley;Rita Hayworth;Frank Sinatra;Kim Novak;37,7939891;-122,4156965
Pal Joey;1957;San Francisco Coit Tower;The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.;Columbia Pictures;Columbia Pictures;George Sidney;Dorothy Kingsley;Rita Hayworth;Frank Sinatra;Kim Novak;37,8023949;-122,4058222
Pal Joey;1957;San Francisco Barbary Coast;The Barbary Coast was a red-light district that was largely destroyed in the 1906 earthquake. Though some of the establishments were rebuilt after the earthquake, an anti-vice campaign put the establishments out of business.;Columbia Pictures;Columbia Pictures;George Sidney;Dorothy Kingsley;Rita Hayworth;Frank Sinatra;Kim Novak;37,7842594;-122,4088091
Panther;1995;San Francisco ;;Gramercy Pictures;PolyGram Video;Mario Van Peebles;Mario Van Peebles;Kadeem Hardison;Bookeem Woodbine;;37,7749295;-122,4194155
Parks and Recreation;2014;San Francisco Filbert from Hyde to Leavenworth;;NBC Universal Media, LLC;NBC Universal Media, LLC;Dean Holland;Greg Daniels;Amy Poehler;;;37,7995077;-122,4241083
Parks and Recreation;2014;San Francisco Columbus and Green;;NBC Universal Media, LLC;NBC Universal Media, LLC;Dean Holland;Greg Daniels;Amy Poehler;;;37,7985413;-122,4076705
Parks and Recreation;2014;San Francisco Larkin & Fulton;;NBC Universal Media, LLC;NBC Universal Media, LLC;Dean Holland;Greg Daniels;Amy Poehler;;;37,7919467;-122,4192925
Parks and Recreation;2014;San Francisco Embarcadero & Market;;NBC Universal Media, LLC;NBC Universal Media, LLC;Dean Holland;Greg Daniels;Amy Poehler;;;37,7992627;-122,3976732
Patch Adams;1998;San Francisco Treasure Island;An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.;Bungalow 78 Productions;Universal Pictures;Tom Shadyac;Steve Oedekerk;Robin Williams;Philip Seymour Hoffman;;37,8235515;-122,370648
Patch Adams;1998;San Francisco Sheraton Palace Hotel (639 Market Street);The hotel was destroyed in the 1906 earthquake and fire, had to be rebuilt, and was reopened in 1909.;Bungalow 78 Productions;Universal Pictures;Tom Shadyac;Steve Oedekerk;Robin Williams;Philip Seymour Hoffman;;37,7881439;-122,4017237
Patch Adams;1998;San Francisco Presidio (Golden Gate National Recreation Area);In 1776, Spain made the Presidio a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use.;Bungalow 78 Productions;Universal Pictures;Tom Shadyac;Steve Oedekerk;Robin Williams;Philip Seymour Hoffman;;37,7988737;-122,4661937
Patty Hearst;1988;San Francisco Bank of America (38th Street at Balboa Street);The Bank of America Building was the tallest building on the West Coast from 1969-1972, when it was surpassed by the TransAmerica Pyramid. Today, the Bank of America building is the 5th tallest building on the West Coast.;Atlantic Entertainment Group;Atlantic Releasing;Paul Schrader;Nicholas Kazan;Natasha Richardson;William Forsythe;Ving Rhames;37,775508;-122,4985236
Patty Hearst;1988;San Francisco Postcard Row (Alamo Square, Hayes Valley);The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.;Atlantic Entertainment Group;Atlantic Releasing;Paul Schrader;Nicholas Kazan;Natasha Richardson;William Forsythe;Ving Rhames;37,7762593;-122,432758
Petulia;1968;San Francisco Japanese Tea Garden, Hagiwara Tea Garden Drive, Golden Gate Park;"The Japanese Hagiwara family invented ""Chinese"" fortune cookies in the tea-garden";Warner Brothers / Seven Arts;Warner Brothers / Seven Arts;Richard Lester;Lawrence B. Marcus;Julie Christie;George C. Scott;Richard Chamberlain;37,7700914;-122,470436
Petulia;1968;San Francisco Fairmont Hotel (950 Mason Street, Nob Hill);In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.;Warner Brothers / Seven Arts;Warner Brothers / Seven Arts;Richard Lester;Lawrence B. Marcus;Julie Christie;George C. Scott;Richard Chamberlain;37,7923723;-122,4105611
Petulia;1968;San Francisco Pier 43 1/2;;Warner Brothers / Seven Arts;Warner Brothers / Seven Arts;Richard Lester;Lawrence B. Marcus;Julie Christie;George C. Scott;Richard Chamberlain;37,809041;-122,414528
Petulia;1968;San Francisco Cala Foods (California Street and Hyde);;Warner Brothers / Seven Arts;Warner Brothers / Seven Arts;Richard Lester;Lawrence B. Marcus;Julie Christie;George C. Scott;Richard Chamberlain;37,7907129;-122,4177829
Petulia;1968;San Francisco 307 Filbert Street;;Warner Brothers / Seven Arts;Warner Brothers / Seven Arts;Richard Lester;Lawrence B. Marcus;Julie Christie;George C. Scott;Richard Chamberlain;37,8018463;-122,4050336
Petulia;1968;San Francisco 2417 Franklin Street;;Warner Brothers / Seven Arts;Warner Brothers / Seven Arts;Richard Lester;Lawrence B. Marcus;Julie Christie;George C. Scott;Richard Chamberlain;37,79669;-122,425606
Petulia;1968;San Francisco Fort Point (Presidio, Golden Gate National Recreation Area);Built in 1853, Fort Point is the only West Coast fort built by the Union Army. Though the Confederate army planned to attack San Francisco, the commanding Confederate general learned that the war had ended while end route to SF.;Warner Brothers / Seven Arts;Warner Brothers / Seven Arts;Richard Lester;Lawrence B. Marcus;Julie Christie;George C. Scott;Richard Chamberlain;37,8106185;-122,4770527
Phenomenon;1996;San Francisco Treasure Island;An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.;Touchstone Pictures;Buena Vista Pictures;Jon Turteltaub;Gerald Dipego;John Travolta;Kyra Sedgwick;;37,8235515;-122,370648
Play it Again, Sam;1972;San Francisco Balboa at 22nd Avenue;;Paramount Pictures;Paramount Pictures;Herbert Ross;Woody Allen;Woody Allen;Diane Keaton;Tony Roberts;37,7764599;-122,4812627
Play it Again, Sam;1972;San Francisco The Music Concourse (Martin Luther King, Jr. Drive, Golden Gate Park);The theater closed in 1985.;Paramount Pictures;Paramount Pictures;Herbert Ross;Woody Allen;Woody Allen;Diane Keaton;Tony Roberts;37,7688958;-122,4672329
Play it Again, Sam;1972;San Francisco Surf Theater (4520 Irving Street);;Paramount Pictures;Paramount Pictures;Herbert Ross;Woody Allen;Woody Allen;Diane Keaton;Tony Roberts;37,7632857;-122,4837876
Play it Again, Sam;1972;San Francisco Hyde Street Cable Car;;Paramount Pictures;Paramount Pictures;Herbert Ross;Woody Allen;Woody Allen;Diane Keaton;Tony Roberts;37,7847198;-122,4076676
Play it Again, Sam;1972;San Francisco Aquatic Park (Jefferson Street);Located at one end of Fisherman's Wharf, Aquatic Park was built as part of FDR's Works Progress Administration Project.;Paramount Pictures;Paramount Pictures;Herbert Ross;Woody Allen;Woody Allen;Diane Keaton;Tony Roberts;37,807743;-122,42415
Play it Again, Sam;1972;San Francisco 15-17 Fresno Street;;Paramount Pictures;Paramount Pictures;Herbert Ross;Woody Allen;Woody Allen;Diane Keaton;Tony Roberts;37,7985524;-122,405942
Playing Mona Lisa;2000;San Francisco Conservatory of Flowers (Golden Gate Park);The Conservatory, unveiled in 1879, is the oldest public conservatory in the Western Hemisphere.;The Bubble Factory;Buena Vista Pictures;Matthew Huffman;Marni Freedman;Alicia Witt;Harvey Fierstein;;37,772512;-122,459084
Pleasure of His Company;1961;San Francisco Grace Cathedral Episcopal Church (1100 California Street);Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.;Perlsea Company;Paramount Pictures;George Seaton;Samuel A. Taylor;Fred Astaire;Debbie Reynolds;Lilli Palmer;37,7918581;-122,4134328
Pleasure of His Company;1961;San Francisco 2700 Vallejo Street (Pacific Heights);;Perlsea Company;Parmaount Pictures;George Seaton;Samuel A. Taylor;Fred Astaire;Debbie Reynolds;Lilli Palmer;37,7945831;-122,4420148
Point Blank;1967;San Francisco Fort Point (Presidio, Golden Gate National Recreation Area);Built in 1853, Fort Point is the only West Coast fort built by the Union Army. Though the Confederate army planned to attack San Francisco, the commanding Confederate general learned that the war had ended while end route to SF.;Metro-Goldwyn Mayer;Metro-Goldwyn Mayer;John Boorman;Alexander Jacobs;Lee Marvin;Angie Dickinson;Keenan Wynn;37,8106185;-122,4770527
Point Blank;1967;San Francisco Alcatraz Island;Alcatraz Island was a military fort before it became a prison.;Metro-Goldwyn Mayer;Metro-Goldwyn Mayer;John Boorman;Alexander Jacobs;Lee Marvin;Angie Dickinson;Keenan Wynn;37,8269775;-122,4229555
